Year,Country,Yield,Rainfall_mm_per_year,Avg_Temp_C,Pesticides_tonnes
2000,India,27785,1083.0,25.93,44957.52
2000,India,27785,1083.0,26.05,44957.52
2000,India,27785,1083.0,26.49,44957.52
2000,India,27785,1083.0,27.23,44957.52
2000,India,27785,1083.0,25.62,44957.52
2000,India,27785,1083.0,26.43,44957.52
2000,India,27785,1083.0,25.35,44957.52
2000,India,27785,1083.0,26.18,44957.52
2000,India,27785,1083.0,25.58,44957.52
2000,India,27785,1083.0,25.11,44957.52
2000,India,27785,1083.0,27.08,44957.52
2000,India,27785,1083.0,24.69,44957.52
2000,India,27785,1083.0,27.03,44957.52
2001,India,27081,1083.0,25.76,43720.04
2001,India,27081,1083.0,27.2,43720.04
2001,India,27081,1083.0,26.02,43720.04
2001,India,27081,1083.0,24.5,43720.04
2001,India,27081,1083.0,25.53,43720.04
2001,India,27081,1083.0,25.95,43720.04
2001,India,27081,1083.0,25.86,43720.04
2001,India,27081,1083.0,26.52,43720.04
2001,India,27081,1083.0,27.56,43720.04
2001,India,27081,1083.0,25.59,43720.04
2001,India,27081,1083.0,25.33,43720.04
2001,India,27081,1083.0,26.32,43720.04
2001,India,27081,1083.0,25.82,43720.04
2001,India,27081,1083.0,25.34,43720.04
2001,India,27081,1083.0,26.91,43720.04
2001,India,27081,1083.0,24.76,43720.04
2001,India,27081,1083.0,26.9,43720.04
2001,India,27081,1083.0,25.92,43720.04
2002,India,27621,1083.0,26.66,42482.56
2002,India,27621,1083.0,27.72,42482.56
2002,India,27621,1083.0,26.79,42482.56
2002,India,27621,1083.0,24.91,42482.56
2002,India,27621,1083.0,25.76,42482.56
2002,India,27621,1083.0,26.55,42482.56
2002,India,27621,1083.0,26.63,42482.56
2002,India,27621,1083.0,26.7,42482.56
2002,India,27621,1083.0,27.67,42482.56
2002,India,27621,1083.0,26.15,42482.56
2002,India,27621,1083.0,27.03,42482.56
2002,India,27621,1083.0,26.12,42482.56
2002,India,27621,1083.0,26.75,42482.56
2002,India,27621,1083.0,26.06,42482.56
2002,India,27621,1083.0,25.58,42482.56
2002,India,27621,1083.0,27.15,42482.56
2002,India,27621,1083.0,25.07,42482.56
2002,India,27621,1083.0,27.35,42482.56
2002,India,27621,1083.0,26.49,42482.56
2004,India,27132,1083.0,26.11,35113.0
2004,India,27132,1083.0,27.63,35113.0
2004,India,27132,1083.0,26.25,35113.0
2004,India,27132,1083.0,24.85,35113.0
2004,India,27132,1083.0,25.25,35113.0
2004,India,27132,1083.0,26.22,35113.0
2004,India,27132,1083.0,26.24,35113.0
2004,India,27132,1083.0,26.63,35113.0
2004,India,27132,1083.0,27.23,35113.0
2004,India,27132,1083.0,25.98,35113.0
2004,India,27132,1083.0,26.64,35113.0
2004,India,27132,1083.0,25.59,35113.0
2004,India,27132,1083.0,26.41,35113.0
2004,India,27132,1083.0,25.69,35113.0
2004,India,27132,1083.0,25.32,35113.0
2004,India,27132,1083.0,27.16,35113.0
2004,India,27132,1083.0,24.69,35113.0
2004,India,27132,1083.0,27.29,35113.0
2004,India,27132,1083.0,25.95,35113.0
2005,India,26016,1083.0,25.85,35342.0
2005,India,26016,1083.0,26.83,35342.0
2005,India,26016,1083.0,26.28,35342.0
2005,India,26016,1083.0,24.12,35342.0
2005,India,26016,1083.0,25.48,35342.0
2005,India,26016,1083.0,25.82,35342.0
2005,India,26016,1083.0,25.72,35342.0
2005,India,26016,1083.0,26.73,35342.0
2005,India,26016,1083.0,27.49,35342.0
2005,India,26016,1083.0,25.4,35342.0
2005,India,26016,1083.0,25.77,35342.0
2005,India,26016,1083.0,25.62,35342.0
2005,India,26016,1083.0,26.23,35342.0
2005,India,26016,1083.0,26.11,35342.0
2005,India,26016,1083.0,25.09,35342.0
2005,India,26016,1083.0,26.51,35342.0
2005,India,26016,1083.0,25.07,35342.0
2005,India,26016,1083.0,26.72,35342.0
2005,India,26016,1083.0,26.3,35342.0
2006,India,26188,1083.0,26.34,37423.0
2006,India,26188,1083.0,27.28,37423.0
2006,India,26188,1083.0,26.39,37423.0
2006,India,26188,1083.0,24.72,37423.0
2006,India,26188,1083.0,25.42,37423.0
2006,India,26188,1083.0,26.04,37423.0
2006,India,26188,1083.0,26.37,37423.0
2006,India,26188,1083.0,26.99,37423.0
2006,India,26188,1083.0,27.47,37423.0
2006,India,26188,1083.0,25.78,37423.0
2006,India,26188,1083.0,26.43,37423.0
2006,India,26188,1083.0,25.85,37423.0
2006,India,26188,1083.0,26.13,37423.0
2006,India,26188,1083.0,25.31,37423.0
2006,India,26188,1083.0,26.94,37423.0
2006,India,26188,1083.0,24.98,37423.0
2006,India,26188,1083.0,27.15,37423.0
2006,India,26188,1083.0,26.28,37423.0
2007,India,27079,1083.0,26.0,27422.77
2007,India,27079,1083.0,27.51,27422.77
2007,India,27079,1083.0,25.98,27422.77
2007,India,27079,1083.0,24.6,27422.77
2007,India,27079,1083.0,25.46,27422.77
2007,India,27079,1083.0,25.95,27422.77
2007,India,27079,1083.0,26.15,27422.77
2007,India,27079,1083.0,26.58,27422.77
2007,India,27079,1083.0,27.55,27422.77
2007,India,27079,1083.0,25.66,27422.77
2007,India,27079,1083.0,26.27,27422.77
2007,India,27079,1083.0,25.44,27422.77
2007,India,27079,1083.0,26.39,27422.77
2007,India,27079,1083.0,25.59,27422.77
2007,India,27079,1083.0,25.58,27422.77
2007,India,27079,1083.0,27.23,27422.77
2007,India,27079,1083.0,24.59,27422.77
2007,India,27079,1083.0,27.31,27422.77
2007,India,27079,1083.0,25.82,27422.77
2008,India,28022,1083.0,25.57,14485.33
2008,India,28022,1083.0,27.05,14485.33
2008,India,28022,1083.0,25.78,14485.33
2008,India,28022,1083.0,24.25,14485.33
2008,India,28022,1083.0,25.35,14485.33
2008,India,28022,1083.0,25.65,14485.33
2008,India,28022,1083.0,25.68,14485.33
2008,India,28022,1083.0,26.52,14485.33
2008,India,28022,1083.0,27.45,14485.33
2008,India,28022,1083.0,25.3,14485.33
2008,India,28022,1083.0,25.88,14485.33
2008,India,28022,1083.0,25.11,14485.33
2008,India,28022,1083.0,26.19,14485.33
2008,India,28022,1083.0,25.56,14485.33
2008,India,28022,1083.0,25.23,14485.33
2008,India,28022,1083.0,26.51,14485.33
2008,India,28022,1083.0,24.51,14485.33
2008,India,28022,1083.0,26.83,14485.33
2008,India,28022,1083.0,25.66,14485.33
2009,India,29071,1083.0,26.55,28707.01
2009,India,29071,1083.0,28.1,28707.01
2009,India,29071,1083.0,26.76,28707.01
2009,India,29071,1083.0,24.87,28707.01
2009,India,29071,1083.0,25.73,28707.01
2009,India,29071,1083.0,26.68,28707.01
2009,India,29071,1083.0,27.15,28707.01
2009,India,29071,1083.0,28.03,28707.01
2009,India,29071,1083.0,26.41,28707.01
2009,India,29071,1083.0,26.92,28707.01
2009,India,29071,1083.0,25.99,28707.01
2009,India,29071,1083.0,27.14,28707.01
2009,India,29071,1083.0,26.31,28707.01
2009,India,29071,1083.0,25.87,28707.01
2009,India,29071,1083.0,27.43,28707.01
2009,India,29071,1083.0,25.38,28707.01
2009,India,29071,1083.0,27.82,28707.01
2010,India,28395,1083.0,26.51,40093.69
2010,India,28395,1083.0,28.02,40093.69
2010,India,28395,1083.0,26.81,40093.69
2010,India,28395,1083.0,24.98,40093.69
2010,India,28395,1083.0,25.71,40093.69
2010,India,28395,1083.0,26.61,40093.69
2010,India,28395,1083.0,26.52,40093.69
2010,India,28395,1083.0,27.29,40093.69
2010,India,28395,1083.0,27.69,40093.69
2010,India,28395,1083.0,26.31,40093.69
2010,India,28395,1083.0,26.82,40093.69
2010,India,28395,1083.0,26.02,40093.69
2010,India,28395,1083.0,26.93,40093.69
2010,India,28395,1083.0,26.54,40093.69
2010,India,28395,1083.0,25.75,40093.69
2010,India,28395,1083.0,27.16,40093.69
2010,India,28395,1083.0,25.54,40093.69
2010,India,28395,1083.0,27.68,40093.69
2010,India,28395,1083.0,26.67,40093.69
2011,India,29886,1083.0,25.53,55540.0
2011,India,29886,1083.0,27.29,55540.0
2011,India,29886,1083.0,25.81,55540.0
2011,India,29886,1083.0,24.35,55540.0
2011,India,29886,1083.0,25.36,55540.0
2011,India,29886,1083.0,25.72,55540.0
2011,India,29886,1083.0,25.63,55540.0
2011,India,29886,1083.0,26.41,55540.0
2011,India,29886,1083.0,27.41,55540.0
2011,India,29886,1083.0,25.45,55540.0
2011,India,29886,1083.0,25.92,55540.0
2011,India,29886,1083.0,25.06,55540.0
2011,India,29886,1083.0,26.0,55540.0
2011,India,29886,1083.0,25.48,55540.0
2011,India,29886,1083.0,25.16,55540.0
2011,India,29886,1083.0,26.84,55540.0
2011,India,29886,1083.0,24.5,55540.0
2011,India,29886,1083.0,27.02,55540.0
2011,India,29886,1083.0,25.64,55540.0
2012,India,31775,1083.0,25.86,52980.0
2012,India,31775,1083.0,27.03,52980.0
2012,India,31775,1083.0,26.21,52980.0
2012,India,31775,1083.0,24.37,52980.0
2012,India,31775,1083.0,26.04,52980.0
2012,India,31775,1083.0,25.82,52980.0
2012,India,31775,1083.0,25.89,52980.0
2012,India,31775,1083.0,26.94,52980.0
2012,India,31775,1083.0,28.02,52980.0
2012,India,31775,1083.0,25.39,52980.0
2012,India,31775,1083.0,25.88,52980.0
2012,India,31775,1083.0,25.45,52980.0
2012,India,31775,1083.0,26.33,52980.0
2012,India,31775,1083.0,25.98,52980.0
2012,India,31775,1083.0,25.3,52980.0
2012,India,31775,1083.0,26.65,52980.0
2012,India,31775,1083.0,25.09,52980.0
2012,India,31775,1083.0,26.89,52980.0
2012,India,31775,1083.0,26.09,52980.0
2013,India,31538,1083.0,26.69,45620.0
2013,India,31538,1083.0,27.61,45620.0
2013,India,31538,1083.0,27.1,45620.0
2013,India,31538,1083.0,25.44,45620.0
2013,India,31538,1083.0,26.61,45620.0
2013,India,31538,1083.0,26.37,45620.0
2013,India,31538,1083.0,26.71,45620.0
2013,India,31538,1083.0,27.37,45620.0
2013,India,31538,1083.0,28.85,45620.0
2013,India,31538,1083.0,25.94,45620.0
2013,India,31538,1083.0,26.84,45620.0
2013,India,31538,1083.0,26.12,45620.0
2013,India,31538,1083.0,27.11,45620.0
2013,India,31538,1083.0,26.79,45620.0
2013,India,31538,1083.0,25.85,45620.0
2013,India,31538,1083.0,27.14,45620.0
2013,India,31538,1083.0,25.98,45620.0
2013,India,31538,1083.0,27.44,45620.0
2013,India,31538,1083.0,26.99,45620.0
1990,Indonesia,120691,2702.0,25.37,2432.0
1990,Indonesia,120691,2702.0,27.05,2432.0
1990,Indonesia,120691,2702.0,27.11,2432.0
1990,Indonesia,120691,2702.0,27.18,2432.0
1990,Indonesia,120691,2702.0,26.79,2432.0
1990,Indonesia,120691,2702.0,27.47,2432.0
1991,Indonesia,120946,2702.0,25.27,3259.0
1991,Indonesia,120946,2702.0,27.04,3259.0
1991,Indonesia,120946,2702.0,26.92,3259.0
1991,Indonesia,120946,2702.0,27.05,3259.0
1991,Indonesia,120946,2702.0,26.61,3259.0
1991,Indonesia,120946,2702.0,27.21,3259.0
1992,Indonesia,122220,2702.0,25.17,825.0
1992,Indonesia,122220,2702.0,26.96,825.0
1992,Indonesia,122220,2702.0,27.01,825.0
1992,Indonesia,122220,2702.0,27.2,825.0
1992,Indonesia,122220,2702.0,26.72,825.0
1992,Indonesia,122220,2702.0,27.4,825.0
1993,Indonesia,123323,2702.0,25.46,1597.0
1993,Indonesia,123323,2702.0,27.04,1597.0
1993,Indonesia,123323,2702.0,26.9,1597.0
1993,Indonesia,123323,2702.0,27.21,1597.0
1993,Indonesia,123323,2702.0,26.88,1597.0
1993,Indonesia,123323,2702.0,27.51,1597.0
1994,Indonesia,115946,2702.0,25.21,1597.0
1994,Indonesia,115946,2702.0,27.12,1597.0
1994,Indonesia,115946,2702.0,26.97,1597.0
1994,Indonesia,115946,2702.0,27.34,1597.0
1994,Indonesia,115946,2702.0,26.56,1597.0
1994,Indonesia,115946,2702.0,27.18,1597.0
1995,Indonesia,116605,2702.0,25.46,1597.0
1995,Indonesia,116605,2702.0,27.15,1597.0
1995,Indonesia,116605,2702.0,27.08,1597.0
1995,Indonesia,116605,2702.0,27.28,1597.0
1995,Indonesia,116605,2702.0,26.74,1597.0
1995,Indonesia,116605,2702.0,27.32,1597.0
1996,Indonesia,120150,2702.0,25.41,1597.0
1996,Indonesia,120150,2702.0,27.07,1597.0
1996,Indonesia,120150,2702.0,27.0,1597.0
1996,Indonesia,120150,2702.0,27.2,1597.0
1996,Indonesia,120150,2702.0,26.83,1597.0
1996,Indonesia,120150,2702.0,27.53,1597.0
1997,Indonesia,121718,2702.0,25.52,1597.0
1997,Indonesia,121718,2702.0,27.37,1597.0
1997,Indonesia,121718,2702.0,27.26,1597.0
1997,Indonesia,121718,2702.0,27.62,1597.0
1997,Indonesia,121718,2702.0,26.83,1597.0
1997,Indonesia,121718,2702.0,27.46,1597.0
1998,Indonesia,121925,2702.0,25.81,1597.0
1998,Indonesia,121925,2702.0,27.58,1597.0
1998,Indonesia,121925,2702.0,27.72,1597.0
1998,Indonesia,121925,2702.0,27.77,1597.0
1998,Indonesia,121925,2702.0,27.28,1597.0
1998,Indonesia,121925,2702.0,27.9,1597.0
1999,Indonesia,121763,2702.0,25.26,1597.0
1999,Indonesia,121763,2702.0,27.01,1597.0
1999,Indonesia,121763,2702.0,26.82,1597.0
1999,Indonesia,121763,2702.0,27.17,1597.0
1999,Indonesia,121763,2702.0,26.62,1597.0
1999,Indonesia,121763,2702.0,27.32,1597.0
2000,Indonesia,125305,2702.0,25.46,1597.0
2000,Indonesia,125305,2702.0,27.2,1597.0
2000,Indonesia,125305,2702.0,27.1,1597.0
2000,Indonesia,125305,2702.0,27.23,1597.0
2000,Indonesia,125305,2702.0,26.77,1597.0
2000,Indonesia,125305,2702.0,27.44,1597.0
2001,Indonesia,129407,2702.0,25.43,1597.0
2001,Indonesia,129407,2702.0,27.13,1597.0
2001,Indonesia,129407,2702.0,27.26,1597.0
2001,Indonesia,129407,2702.0,27.32,1597.0
2001,Indonesia,129407,2702.0,26.81,1597.0
2001,Indonesia,129407,2702.0,27.52,1597.0
2002,Indonesia,132491,2702.0,25.64,1597.0
2002,Indonesia,132491,2702.0,27.4,1597.0
2002,Indonesia,132491,2702.0,27.5,1597.0
2002,Indonesia,132491,2702.0,27.49,1597.0
2002,Indonesia,132491,2702.0,27.01,1597.0
2002,Indonesia,132491,2702.0,27.71,1597.0
2004,Indonesia,154679,2702.0,25.67,1597.0
2004,Indonesia,154679,2702.0,27.42,1597.0
2004,Indonesia,154679,2702.0,27.32,1597.0
2004,Indonesia,154679,2702.0,27.57,1597.0
2004,Indonesia,154679,2702.0,26.97,1597.0
2004,Indonesia,154679,2702.0,27.69,1597.0
2005,Indonesia,159224,2702.0,25.59,1597.0
2005,Indonesia,159224,2702.0,27.22,1597.0
2005,Indonesia,159224,2702.0,27.48,1597.0
2005,Indonesia,159224,2702.0,27.44,1597.0
2005,Indonesia,159224,2702.0,27.11,1597.0
2005,Indonesia,159224,2702.0,27.77,1597.0
2006,Indonesia,162829,2702.0,25.66,1597.0
2006,Indonesia,162829,2702.0,27.39,1597.0
2006,Indonesia,162829,2702.0,27.21,1597.0
2006,Indonesia,162829,2702.0,27.55,1597.0
2006,Indonesia,162829,2702.0,26.98,1597.0
2007,Indonesia,166362,2702.0,25.5,1597.0
2007,Indonesia,166362,2702.0,27.21,1597.0
2007,Indonesia,166362,2702.0,27.14,1597.0
2007,Indonesia,166362,2702.0,27.29,1597.0
2007,Indonesia,166362,2702.0,26.88,1597.0
2007,Indonesia,166362,2702.0,27.49,1597.0
2008,Indonesia,180950,2702.0,25.32,1597.0
2008,Indonesia,180950,2702.0,26.97,1597.0
2008,Indonesia,180950,2702.0,27.03,1597.0
2008,Indonesia,180950,2702.0,27.18,1597.0
2008,Indonesia,180950,2702.0,26.65,1597.0
2008,Indonesia,180950,2702.0,27.34,1597.0
2009,Indonesia,187461,2702.0,25.54,1597.0
2009,Indonesia,187461,2702.0,27.31,1597.0
2009,Indonesia,187461,2702.0,27.3,1597.0
2009,Indonesia,187461,2702.0,27.63,1597.0
2009,Indonesia,187461,2702.0,26.98,1597.0
2009,Indonesia,187461,2702.0,27.69,1597.0
2010,Indonesia,202174,2702.0,25.57,1597.0
2010,Indonesia,202174,2702.0,27.25,1597.0
2010,Indonesia,202174,2702.0,27.69,1597.0
2010,Indonesia,202174,2702.0,27.46,1597.0
2010,Indonesia,202174,2702.0,26.94,1597.0
2010,Indonesia,202174,2702.0,27.55,1597.0
2011,Indonesia,202955,2702.0,25.38,1597.0
2011,Indonesia,202955,2702.0,27.24,1597.0
2011,Indonesia,202955,2702.0,27.19,1597.0
2011,Indonesia,202955,2702.0,27.39,1597.0
2011,Indonesia,202955,2702.0,26.63,1597.0
2012,Indonesia,214018,2702.0,25.59,1597.0
2012,Indonesia,214018,2702.0,27.36,1597.0
2012,Indonesia,214018,2702.0,27.37,1597.0
2012,Indonesia,214018,2702.0,27.49,1597.0
2012,Indonesia,214018,2702.0,26.87,1597.0
2012,Indonesia,214018,2702.0,27.48,1597.0
2013,Indonesia,224601,2702.0,25.48,1597.0
2013,Indonesia,224601,2702.0,27.37,1597.0
2013,Indonesia,224601,2702.0,27.88,1597.0
2013,Indonesia,224601,2702.0,27.34,1597.0
2013,Indonesia,224601,2702.0,26.72,1597.0
2013,Indonesia,224601,2702.0,27.3,1597.0
1990,Indonesia,21323,2702.0,25.37,2432.0
1990,Indonesia,21323,2702.0,27.05,2432.0
1990,Indonesia,21323,2702.0,27.11,2432.0
1990,Indonesia,21323,2702.0,27.18,2432.0
1990,Indonesia,21323,2702.0,26.79,2432.0
1990,Indonesia,21323,2702.0,27.47,2432.0
1991,Indonesia,21505,2702.0,25.27,3259.0
1991,Indonesia,21505,2702.0,27.04,3259.0
1991,Indonesia,21505,2702.0,26.92,3259.0
1991,Indonesia,21505,2702.0,27.05,3259.0
1991,Indonesia,21505,2702.0,26.61,3259.0
1991,Indonesia,21505,2702.0,27.21,3259.0
1992,Indonesia,22030,2702.0,25.17,825.0
1992,Indonesia,22030,2702.0,26.96,825.0
1992,Indonesia,22030,2702.0,27.01,825.0
1992,Indonesia,22030,2702.0,27.2,825.0
1992,Indonesia,22030,2702.0,26.72,825.0
1992,Indonesia,22030,2702.0,27.4,825.0
1993,Indonesia,21975,2702.0,25.46,1597.0
1993,Indonesia,21975,2702.0,27.04,1597.0
1993,Indonesia,21975,2702.0,26.9,1597.0
1993,Indonesia,21975,2702.0,27.21,1597.0
1993,Indonesia,21975,2702.0,26.88,1597.0
1993,Indonesia,21975,2702.0,27.51,1597.0
1994,Indonesia,22091,2702.0,25.21,1597.0
1994,Indonesia,22091,2702.0,27.12,1597.0
1994,Indonesia,22091,2702.0,26.97,1597.0
1994,Indonesia,22091,2702.0,27.34,1597.0
1994,Indonesia,22091,2702.0,26.56,1597.0
1994,Indonesia,22091,2702.0,27.18,1597.0
1995,Indonesia,22580,2702.0,25.46,1597.0
1995,Indonesia,22580,2702.0,27.15,1597.0
1995,Indonesia,22580,2702.0,27.08,1597.0
1995,Indonesia,22580,2702.0,27.28,1597.0
1995,Indonesia,22580,2702.0,26.74,1597.0
1995,Indonesia,22580,2702.0,27.32,1597.0
1996,Indonesia,24862,2702.0,25.41,1597.0
1996,Indonesia,24862,2702.0,27.07,1597.0
1996,Indonesia,24862,2702.0,27.0,1597.0
1996,Indonesia,24862,2702.0,27.2,1597.0
1996,Indonesia,24862,2702.0,26.83,1597.0
1996,Indonesia,24862,2702.0,27.53,1597.0
1997,Indonesia,26141,2702.0,25.52,1597.0
1997,Indonesia,26141,2702.0,27.37,1597.0
1997,Indonesia,26141,2702.0,27.26,1597.0
1997,Indonesia,26141,2702.0,27.62,1597.0
1997,Indonesia,26141,2702.0,26.83,1597.0
1997,Indonesia,26141,2702.0,27.46,1597.0
1998,Indonesia,26526,2702.0,25.81,1597.0
1998,Indonesia,26526,2702.0,27.58,1597.0
1998,Indonesia,26526,2702.0,27.72,1597.0
1998,Indonesia,26526,2702.0,27.77,1597.0
1998,Indonesia,26526,2702.0,27.28,1597.0
1998,Indonesia,26526,2702.0,27.9,1597.0
1999,Indonesia,26629,2702.0,25.26,1597.0
1999,Indonesia,26629,2702.0,27.01,1597.0
1999,Indonesia,26629,2702.0,26.82,1597.0
1999,Indonesia,26629,2702.0,27.17,1597.0
1999,Indonesia,26629,2702.0,26.62,1597.0
1999,Indonesia,26629,2702.0,27.32,1597.0
2000,Indonesia,27649,2702.0,25.46,1597.0
2000,Indonesia,27649,2702.0,27.2,1597.0
2000,Indonesia,27649,2702.0,27.1,1597.0
2000,Indonesia,27649,2702.0,27.23,1597.0
2000,Indonesia,27649,2702.0,26.77,1597.0
2000,Indonesia,27649,2702.0,27.44,1597.0
2001,Indonesia,28446,2702.0,25.43,1597.0
2001,Indonesia,28446,2702.0,27.13,1597.0
2001,Indonesia,28446,2702.0,27.26,1597.0
2001,Indonesia,28446,2702.0,27.32,1597.0
2001,Indonesia,28446,2702.0,26.81,1597.0
2001,Indonesia,28446,2702.0,27.52,1597.0
2002,Indonesia,30655,2702.0,25.64,1597.0
2002,Indonesia,30655,2702.0,27.4,1597.0
2002,Indonesia,30655,2702.0,27.5,1597.0
2002,Indonesia,30655,2702.0,27.49,1597.0
2002,Indonesia,30655,2702.0,27.01,1597.0
2002,Indonesia,30655,2702.0,27.71,1597.0
2004,Indonesia,33439,2702.0,25.67,1597.0
2004,Indonesia,33439,2702.0,27.42,1597.0
2004,Indonesia,33439,2702.0,27.32,1597.0
2004,Indonesia,33439,2702.0,27.57,1597.0
2004,Indonesia,33439,2702.0,26.97,1597.0
2004,Indonesia,33439,2702.0,27.69,1597.0
2005,Indonesia,34539,2702.0,25.59,1597.0
2005,Indonesia,34539,2702.0,27.22,1597.0
2005,Indonesia,34539,2702.0,27.48,1597.0
2005,Indonesia,34539,2702.0,27.44,1597.0
2005,Indonesia,34539,2702.0,27.11,1597.0
2005,Indonesia,34539,2702.0,27.77,1597.0
2006,Indonesia,34699,2702.0,25.66,1597.0
2006,Indonesia,34699,2702.0,27.39,1597.0
2006,Indonesia,34699,2702.0,27.21,1597.0
2006,Indonesia,34699,2702.0,27.55,1597.0
2006,Indonesia,34699,2702.0,26.98,1597.0
2007,Indonesia,36601,2702.0,25.5,1597.0
2007,Indonesia,36601,2702.0,27.21,1597.0
2007,Indonesia,36601,2702.0,27.14,1597.0
2007,Indonesia,36601,2702.0,27.29,1597.0
2007,Indonesia,36601,2702.0,26.88,1597.0
2007,Indonesia,36601,2702.0,27.49,1597.0
2008,Indonesia,40776,2702.0,25.32,1597.0
2008,Indonesia,40776,2702.0,26.97,1597.0
2008,Indonesia,40776,2702.0,27.03,1597.0
2008,Indonesia,40776,2702.0,27.18,1597.0
2008,Indonesia,40776,2702.0,26.65,1597.0
2008,Indonesia,40776,2702.0,27.34,1597.0
2009,Indonesia,42372,2702.0,25.54,1597.0
2009,Indonesia,42372,2702.0,27.31,1597.0
2009,Indonesia,42372,2702.0,27.3,1597.0
2009,Indonesia,42372,2702.0,27.63,1597.0
2009,Indonesia,42372,2702.0,26.98,1597.0
2009,Indonesia,42372,2702.0,27.69,1597.0
2010,Indonesia,44359,2702.0,25.57,1597.0
2010,Indonesia,44359,2702.0,27.25,1597.0
2010,Indonesia,44359,2702.0,27.69,1597.0
2010,Indonesia,44359,2702.0,27.46,1597.0
2010,Indonesia,44359,2702.0,26.94,1597.0
2010,Indonesia,44359,2702.0,27.55,1597.0
2011,Indonesia,45652,2702.0,25.38,1597.0
2011,Indonesia,45652,2702.0,27.24,1597.0
2011,Indonesia,45652,2702.0,27.19,1597.0
2011,Indonesia,45652,2702.0,27.39,1597.0
2011,Indonesia,45652,2702.0,26.63,1597.0
2012,Indonesia,48987,2702.0,25.59,1597.0
2012,Indonesia,48987,2702.0,27.36,1597.0
2012,Indonesia,48987,2702.0,27.37,1597.0
2012,Indonesia,48987,2702.0,27.49,1597.0
2012,Indonesia,48987,2702.0,26.87,1597.0
2012,Indonesia,48987,2702.0,27.48,1597.0
2013,Indonesia,48441,2702.0,25.48,1597.0
2013,Indonesia,48441,2702.0,27.37,1597.0
2013,Indonesia,48441,2702.0,27.88,1597.0
2013,Indonesia,48441,2702.0,27.34,1597.0
2013,Indonesia,48441,2702.0,26.72,1597.0
2013,Indonesia,48441,2702.0,27.3,1597.0
1990,Indonesia,141637,2702.0,25.37,2432.0
1990,Indonesia,141637,2702.0,27.05,2432.0
1990,Indonesia,141637,2702.0,27.11,2432.0
1990,Indonesia,141637,2702.0,27.18,2432.0
1990,Indonesia,141637,2702.0,26.79,2432.0
1990,Indonesia,141637,2702.0,27.47,2432.0
1991,Indonesia,132721,2702.0,25.27,3259.0
1991,Indonesia,132721,2702.0,27.04,3259.0
1991,Indonesia,132721,2702.0,26.92,3259.0
1991,Indonesia,132721,2702.0,27.05,3259.0
1991,Indonesia,132721,2702.0,26.61,3259.0
1991,Indonesia,132721,2702.0,27.21,3259.0
1992,Indonesia,143819,2702.0,25.17,825.0
1992,Indonesia,143819,2702.0,26.96,825.0
1992,Indonesia,143819,2702.0,27.01,825.0
1992,Indonesia,143819,2702.0,27.2,825.0
1992,Indonesia,143819,2702.0,26.72,825.0
1992,Indonesia,143819,2702.0,27.4,825.0
1993,Indonesia,158338,2702.0,25.46,1597.0
1993,Indonesia,158338,2702.0,27.04,1597.0
1993,Indonesia,158338,2702.0,26.9,1597.0
1993,Indonesia,158338,2702.0,27.21,1597.0
1993,Indonesia,158338,2702.0,26.88,1597.0
1993,Indonesia,158338,2702.0,27.51,1597.0
1994,Indonesia,156474,2702.0,25.21,1597.0
1994,Indonesia,156474,2702.0,27.12,1597.0
1994,Indonesia,156474,2702.0,26.97,1597.0
1994,Indonesia,156474,2702.0,27.34,1597.0
1994,Indonesia,156474,2702.0,26.56,1597.0
1994,Indonesia,156474,2702.0,27.18,1597.0
1995,Indonesia,165939,2702.0,25.46,1597.0
1995,Indonesia,165939,2702.0,27.15,1597.0
1995,Indonesia,165939,2702.0,27.08,1597.0
1995,Indonesia,165939,2702.0,27.28,1597.0
1995,Indonesia,165939,2702.0,26.74,1597.0
1995,Indonesia,165939,2702.0,27.32,1597.0
1996,Indonesia,158631,2702.0,25.41,1597.0
1996,Indonesia,158631,2702.0,27.07,1597.0
1996,Indonesia,158631,2702.0,27.0,1597.0
1996,Indonesia,158631,2702.0,27.2,1597.0
1996,Indonesia,158631,2702.0,26.83,1597.0
1996,Indonesia,158631,2702.0,27.53,1597.0
1997,Indonesia,162061,2702.0,25.52,1597.0
1997,Indonesia,162061,2702.0,27.37,1597.0
1997,Indonesia,162061,2702.0,27.26,1597.0
1997,Indonesia,162061,2702.0,27.62,1597.0
1997,Indonesia,162061,2702.0,26.83,1597.0
1997,Indonesia,162061,2702.0,27.46,1597.0
1998,Indonesia,153432,2702.0,25.81,1597.0
1998,Indonesia,153432,2702.0,27.58,1597.0
1998,Indonesia,153432,2702.0,27.72,1597.0
1998,Indonesia,153432,2702.0,27.77,1597.0
1998,Indonesia,153432,2702.0,27.28,1597.0
1998,Indonesia,153432,2702.0,27.9,1597.0
1999,Indonesia,147199,2702.0,25.26,1597.0
1999,Indonesia,147199,2702.0,27.01,1597.0
1999,Indonesia,147199,2702.0,26.82,1597.0
1999,Indonesia,147199,2702.0,27.17,1597.0
1999,Indonesia,147199,2702.0,26.62,1597.0
1999,Indonesia,147199,2702.0,27.32,1597.0
2000,Indonesia,133759,2702.0,25.46,1597.0
2000,Indonesia,133759,2702.0,27.2,1597.0
2000,Indonesia,133759,2702.0,27.1,1597.0
2000,Indonesia,133759,2702.0,27.23,1597.0
